"Key","Issue Type","Summary","Status","Created","Priority","Motivo Impedimento","Fix versions","Backlog","Developer Testing","Done","In Progress","Open","Presa in carico","READY IN HOTFIX","rejected","Released","TESTING IN HOTFIX","To Do-RESEVO","Waiting for support","Waiting for Support (II° Level)-10104","Total","'->Backlog","'->Developer Testing","'->Done","'->In Progress","'->Open","'->Presa in carico","'->READY IN HOTFIX","'->rejected","'->Released","'->TESTING IN HOTFIX","'->To Do-RESEVO","'->Waiting for support","'->Waiting for Support (II° Level)-10104"
"RAM-519","Task","DateTimeException /voy/voys/export/csv/33811","Released","2025-08-04 11:17","Medium","","hotfix-4.610.112","0","5","295","42","-","0","0","-","61,920","0","-","-","-","62,263","2025-08-04 11:17","2025-08-04 12:53","2025-08-04 13:05","2025-08-04 11:17","","2025-08-04 11:17","2025-08-04 13:05","","2025-08-05 08:50","2025-08-04 13:05","","",""
"RAM-518","Task","Errore gestione data scadenza documento in ExportVoyAggregateDataCsv","rejected","2025-08-04 09:14","Low","","","0","-","-","280","-","4","-","62,101","-","-","-","-","-","62,385","2025-08-04 09:14","","","2025-08-04 09:18","","2025-08-04 09:15","","2025-08-04 14:58","","","","",""
"RAM-517","Task","FE - Gestione Operativo Viaggi","Released","2025-08-01 14:08","Low","","hotfix-4.610.130","319","41","1,685","1,926","-","0","0","-","58,660","0","-","-","-","62,632","2025-08-01 14:08","2025-08-08 10:33","2025-08-08 11:15","2025-08-04 10:27","","2025-08-04 10:27","2025-08-08 11:14","","2025-08-13 16:19","2025-08-08 11:15","","",""
"RAM-516","Bug","GESTIONE OPERATIVO VIAGGI","Released","2025-08-01 12:22","Medium","","hotfix-4.610.116","0","0","451","780","-","480","0","-","60,960","29","-","-","-","62,700","2025-08-01 12:22","2025-08-05 19:15","2025-08-06 09:29","2025-08-04 12:00","","2025-08-01 12:24","2025-08-05 19:15","","2025-08-07 08:55","2025-08-06 08:58","","",""
"RAM-515","Task","CreateVoyShipMapComparisonSaga  Null pointer exception ","Released","2025-08-01 10:30","Low","","hotfix-4.610.112","43","0","0","868","-","0","0","-","61,878","0","-","-","-","62,789","2025-08-01 10:30","2025-08-05 09:41","2025-08-05 09:41","2025-08-01 11:13","","2025-08-01 11:13","2025-08-05 09:41","","2025-08-05 09:41","2025-08-05 09:41","","",""
"RAM-514","Bug","TOP URGENT - BIGLIETTI EMESSI IN ESTRATTO CONTO","rejected","2025-08-01 10:05","High","","","0","-","-","111","-","0","-","62,703","-","-","-","-","-","62,814","2025-08-01 10:05","","","2025-08-01 10:06","","2025-08-01 10:05","","2025-08-01 11:56","","","","",""
"RAM-513","[System] Service request","***TOP URGENT***Inibire possibilità di stampa per tkt con incasso al ritiro","Released","2025-07-31 16:44","High","","hotfix-4.610.112","1","40","492","476","-","26","0","-","61,920","0","-","-","-","62,955","2025-07-31 16:44","2025-08-01 17:07","2025-08-01 17:47","2025-07-31 17:12","","2025-07-31 16:45","2025-08-01 17:47","","2025-08-05 08:50","2025-08-01 17:47","","",""
"RAM-512","Bug","Stazioni Marittime - get ticket","Released","2025-07-31 16:16","High","","hotfix-4.610.112","1","72","845","74","-","29","0","-","61,920","43","-","-","-","62,984","2025-07-31 16:16","2025-07-31 22:24","2025-08-01 10:54","2025-07-31 16:45","","2025-07-31 16:16","2025-08-01 10:11","","2025-08-05 08:50","2025-08-01 10:11","","",""
"RAM-511","Task","Timeout durante il recupero di biglietti in Viaggi gestione","Released","2025-07-31 15:55","Low","","hotfix-4.610.112","221","7","0","159","-","0","56","-","61,920","641","-","-","-","63,004","2025-07-31 15:55","2025-08-01 14:15","2025-08-05 08:03","2025-08-01 10:36","","2025-08-01 10:36","2025-08-01 14:22","","2025-08-05 08:50","2025-08-01 15:18","","",""
"RAM-510","Bug","Non arrivano alcune mail","Released","2025-07-31 13:21","High","","","0","0","0","303","-","9","0","-","62,846","0","-","-","-","63,159","2025-07-31 13:21","2025-08-01 09:33","2025-08-01 09:33","2025-07-31 13:30","","2025-07-31 13:21","2025-08-01 09:33","","2025-08-01 09:33","2025-08-01 09:33","","",""
"RAM-509","Bug","NON PERMETTE L'UPGRADE DI UN TKT RIPROTETTO","Released","2025-07-31 11:50","High","","","-","0","0","10","-","-","0","-","63,180","0","-","0","-","63,190","","2025-07-31 12:17","2025-07-31 12:17","2025-07-31 11:50","","","2025-07-31 12:17","","2025-07-31 12:17","2025-07-31 12:17","","2025-07-31 11:50",""
"RAM-508","Task","Analisi discrepanza in Totale sistemazioni dopo aggiornamento risorsa","Released","2025-07-31 10:29","High","","","5","0","0","2,933","-","0","0","-","60,332","0","-","-","-","63,270","2025-07-31 10:29","2025-08-08 11:28","2025-08-08 11:28","2025-07-31 10:34","","2025-07-31 10:34","2025-08-08 11:28","","2025-08-08 11:28","2025-08-08 11:28","","",""
"RAM-507","Task","[notification-service] NullPointerException in recupero smtp log in caso di errore","Released","2025-07-31 10:18","Low","","hotfix-5.53.40","44","76","617","57","-","0","0","-","62,420","66","-","-","-","63,281","2025-07-31 10:18","2025-07-31 12:58","2025-07-31 15:22","2025-07-31 11:03","","2025-07-31 11:02","2025-07-31 14:15","","2025-08-01 17:39","2025-07-31 14:15","","",""
"RAM-506","Bug","Visualizzazione disponibilità veicoli errata","rejected","2025-07-30 11:37","High","","","4","-","-","-","-","2,381","-","61,298","-","-","-","-","-","63,683","2025-07-30 11:37","","","","","2025-07-30 11:41","","2025-08-06 11:21","","","","",""
"RAM-505","Bug","Prevendite con scadenza 31 Dic 2039","Released","2025-07-30 10:28","High","","hotfix-4.610.112","0","0","472","1,360","-","0","0","-","61,920","0","-","-","-","63,752","2025-07-30 10:28","2025-08-04 09:08","2025-08-04 09:08","2025-07-30 10:28","","2025-07-30 10:28","2025-08-04 09:08","","2025-08-05 08:50","2025-08-04 09:08","","",""
"RAM-504","Task","Errore stampa boarding pass","Released","2025-07-30 09:32","Low","","hotfix-4.610.112","523","0","700","663","-","0","0","-","61,920","1","-","-","-","63,807","2025-07-30 09:32","2025-08-01 14:18","2025-08-01 14:20","2025-07-31 10:15","","2025-07-31 10:15","2025-08-01 14:18","","2025-08-05 08:50","2025-08-01 14:18","","",""
"RAM-503","Task","Analisi Stampa Lista Polizia","Released","2025-07-30 09:26","Low","","","0","0","0","23,534","-","0","0","-","40,279","0","-","-","-","63,814","2025-07-30 09:26","2025-10-07 09:40","2025-10-07 09:41","2025-07-30 09:26","","2025-07-30 09:26","2025-10-07 09:41","","2025-10-07 09:41","2025-10-07 09:41","","",""
"RAM-502","Task","[voy-service] NullPointerException in getVoyShipMapExportJson","Released","2025-07-29 20:02","Low","","hotfix-4.610.102","365","115","8","0","-","0","0","-","63,352","0","-","-","-","63,840","2025-07-29 20:02","2025-07-30 16:04","2025-07-30 18:05","2025-07-30 16:04","","2025-07-30 16:04","2025-07-30 18:05","","2025-07-31 09:07","2025-07-30 18:05","","",""
"RAM-501","Task","[messaging-lib] NullPointerException in BaseMessageListener","Released","2025-07-29 19:47","Low","","hotfix-4.610.102","0","80","308","85","-","15","0","-","63,352","0","-","-","-","63,840","2025-07-29 19:47","2025-07-30 10:40","2025-07-30 12:16","2025-07-30 09:15","","2025-07-29 19:48","2025-07-30 12:16","","2025-07-31 09:07","2025-07-30 12:16","","",""
"RAM-500","Bug","Gestione Categorie Fisiche","Released","2025-07-29 17:25","Medium","","hotfix-4.610.102","1","7","501","7","-","1","4","-","63,352","1","-","-","-","63,875","2025-07-29 17:25","2025-07-29 17:34","2025-07-29 17:46","2025-07-29 17:27","","2025-07-29 17:25","2025-07-29 17:41","","2025-07-31 09:07","2025-07-29 17:45","","",""
"RAM-499","Task","ADV Portal - togliere blocco che impedisce a tutte le agenzie di GNV Maroc di convertire opzioni e prevendite emesse in valuta diversa da quella dell'agenzia","Released","2025-07-29 17:23","High","","hotfix-4.610.130","0","164","420","3,319","-","93","0","-","58,660","1,220","-","-","-","63,877","2025-07-29 17:23","2025-08-08 09:15","2025-08-12 17:19","2025-07-30 09:56","","2025-07-29 17:23","2025-08-08 12:27","","2025-08-13 16:19","2025-08-08 12:27","","",""
"RAM-498","Bug","Gestione Risorse Nave","Released","2025-07-29 17:14","Medium","","hotfix-4.610.102","0","5","502","21","-","0","4","-","63,352","0","-","-","-","63,885","2025-07-29 17:14","2025-07-29 17:36","2025-07-29 17:45","2025-07-29 17:15","","2025-07-29 17:15","2025-07-29 17:41","","2025-07-31 09:07","2025-07-29 17:45","","",""
"RAM-497","Task","Riabilitazione full entity graph su resevo-frightpricing-service ","Released","2025-07-29 17:12","Low","","hotfix-4.610.102","0","7","500","1","-","0","0","-","63,352","28","-","-","-","63,887","2025-07-29 17:12","2025-07-29 17:13","2025-07-29 17:47","2025-07-29 17:12","","2025-07-29 17:12","2025-07-29 17:20","","2025-07-31 09:07","2025-07-29 17:20","","",""
"RAM-496","Task","Analisi per eventuale Archiviazione carrelli ""vecchi""","Backlog","2025-07-29 16:40","Medium","","","63,919","-","-","-","-","-","-","-","-","-","-","-","-","63,919","2025-07-29 16:40","","","","","","","","","","","",""
"RAM-495","Task","Analisi LISTA CAPITANERIA","Released","2025-07-29 16:17","Medium","","","1","0","0","23,662","-","0","0","-","40,279","0","-","-","-","63,942","2025-07-29 16:17","2025-10-07 09:40","2025-10-07 09:40","2025-07-29 16:18","","2025-07-29 16:18","2025-10-07 09:40","","2025-10-07 09:40","2025-10-07 09:40","","",""
"RAM-494","Task","Campi audit allocazione mappa nave pax e freight","Released","2025-07-29 11:12","Medium","","hotfix-4.610.112","528","0","1,012","480","-","0","0","-","61,920","248","-","-","-","64,188","2025-07-29 11:12","2025-07-31 12:51","2025-07-31 17:08","2025-07-30 12:22","","2025-07-30 12:22","2025-07-31 12:51","","2025-08-05 08:50","2025-07-31 12:58","","",""
"RAM-493","Task","[payment-service] Migliorare log di errore per l'invio email pay by link","Released","2025-07-29 09:21","Lowest","","hotfix-4.610.102","2","6","531","407","-","0","0","-","63,352","0","-","-","-","64,299","2025-07-29 09:21","2025-07-29 17:10","2025-07-29 17:16","2025-07-29 09:23","","2025-07-29 09:23","2025-07-29 17:16","","2025-07-31 09:07","2025-07-29 17:16","","",""
"RAM-492","Task","[Secondi contatti] Prefissi telefonici senza carattere +","Released","2025-07-28 18:43","Low","","hotfix-4.610.102","114","0","308","529","-","18","0","-","63,352","0","-","-","-","64,320","2025-07-28 18:43","2025-07-30 12:15","2025-07-30 12:15","2025-07-29 11:11","","2025-07-29 10:53","2025-07-30 12:15","","2025-07-31 09:07","2025-07-30 12:15","","",""
"RAM-491","Task","Ottimizzazione polling FE","Released","2025-07-28 15:20","Medium","","hotfix-4.610.102","59","0","1","969","-","99","0","-","63,352","0","-","-","-","64,480","2025-07-28 15:20","2025-07-31 09:06","2025-07-31 09:06","2025-07-28 17:57","","2025-07-28 16:18","2025-07-31 09:06","","2025-07-31 09:07","2025-07-31 09:06","","",""
"RAM-490","Task","[freightcompany-service] NullPointerException in aggiornamento customer","Released","2025-07-28 09:27","Low","","hotfix-4.610.102","30","277","1,015","82","-","0","14","-","63,352","2","-","-","-","64,772","2025-07-28 09:27","2025-07-28 11:19","2025-07-28 17:12","2025-07-28 09:57","","2025-07-28 09:57","2025-07-28 16:57","","2025-07-31 09:07","2025-07-28 17:10","","",""
"RAM-489","Bug","Problema import bgt su SageX3","Released","2025-07-28 08:22","Medium","","","0","0","0","0","-","1,524","0","-","63,275","0","-","-","-","64,800","2025-07-28 08:22","2025-07-31 10:24","2025-07-31 10:24","2025-07-31 10:24","","2025-07-28 08:47","2025-07-31 10:24","","2025-07-31 10:24","2025-07-31 10:24","","",""
"RAM-488","Task","[pricing-service] NullPointerException in wizard Olta","Released","2025-07-25 18:29","Low","","hotfix-4.610.102","0","251","968","166","-","0","63","-","63,352","0","-","-","-","64,800","2025-07-25 18:29","2025-07-28 11:45","2025-07-29 08:57","2025-07-28 08:51","","2025-07-28 08:51","2025-07-28 16:57","","2025-07-31 09:07","2025-07-29 08:47","","",""
"RAM-487","Task","Analisi lista imbarco polizia","Released","2025-07-25 11:36","Low","","","0","0","936","837","-","0","0","-","63,350","0","-","-","-","65,124","2025-07-25 11:36","2025-07-29 09:33","2025-07-29 09:33","2025-07-25 11:36","","2025-07-25 11:36","2025-07-29 09:33","","2025-07-31 09:09","2025-07-29 09:33","","",""
"RAM-486","Bug","Errore caricamento pagina Emissione Biglietto ","rejected","2025-07-25 09:57","High","","","1","-","-","-","-","12","-","65,210","-","-","-","-","-","65,223","2025-07-25 09:57","","","","","2025-07-25 09:57","","2025-07-25 10:09","","","","",""
"RAM-485","Bug","problemi con Resevo","rejected","2025-07-24 16:22","High","","","0","-","-","354","-","0","-","65,023","-","-","-","-","-","65,377","2025-07-24 16:22","","","2025-07-24 16:23","","2025-07-24 16:23","","2025-07-25 14:17","","","","",""
"RAM-484","Task","Ripristinare l'ambiente di hotfix a valle del ribaltamento dati","Released","2025-07-24 15:51","High","","","201","0","813","56","-","18","0","-","64,320","0","-","-","-","65,408","2025-07-24 15:51","2025-07-25 11:27","2025-07-25 11:27","2025-07-25 10:30","","2025-07-25 10:13","2025-07-25 11:27","","2025-07-28 18:56","2025-07-25 11:27","","",""
"RAM-483","Task","Spegnere servizio docker sulle macchine dei microservizi di hotfix","Released","2025-07-24 15:51","High","","","1","0","73","0","-","128","0","-","65,207","0","-","-","-","65,409","2025-07-24 15:51","2025-07-24 19:49","2025-07-24 19:49","2025-07-24 19:49","","2025-07-24 15:51","2025-07-24 19:49","","2025-07-25 10:12","2025-07-24 19:49","","",""
"RAM-482","Task","Analisi Stampa Recapiti Telefonici WASABI","Released","2025-07-24 15:19","Low","","hotfix-4.610.102","4","68","873","1,048","-","1","0","-","63,352","95","-","-","-","65,441","2025-07-24 15:19","2025-07-28 16:52","2025-07-29 10:34","2025-07-24 15:24","","2025-07-24 15:23","2025-07-28 18:48","","2025-07-31 09:07","2025-07-28 18:48","","",""
"RAM-481","Task","Analisi Export Recapiti Telefonici (Whatsapp)","Released","2025-07-24 15:14","Low","","hotfix-4.610.102","5","63","858","1,057","-","0","112","-","63,349","0","-","-","-","65,446","2025-07-24 15:14","2025-07-28 16:56","2025-07-29 10:52","2025-07-24 15:19","","2025-07-24 15:19","2025-07-28 18:29","","2025-07-31 09:10","2025-07-29 10:52","","",""
"RAM-480","Task","Analisi Export LISTADO DE AUTORIDADES PORTUARIES (per Baleari)","Released","2025-07-24 15:11","Low","","hotfix-4.610.102","1","1","671","1,425","-","0","2","-","63,349","0","-","-","-","65,449","2025-07-24 15:11","2025-07-29 14:56","2025-07-29 14:59","2025-07-24 15:12","","2025-07-24 15:12","2025-07-29 14:57","","2025-07-31 09:10","2025-07-29 14:59","","",""
"RAM-479","Bug","REVERSALE 2025G9400001911 NON TRASFETITA SU X3","rejected","2025-07-24 12:58","High","","","0","-","-","-","-","100","-","65,480","-","-","-","-","-","65,580","2025-07-24 12:58","","","","","2025-07-24 12:59","","2025-07-24 14:40","","","","",""
"RAM-478","Bug","La response dell'API /olta/voys/{voyId}/resources è definita erroneamente a livello di Swagger","Released","2025-07-24 12:57","Low","","hotfix-4.610.91","0","0","103","162","-","107","0","-","65,208","0","-","-","-","65,580","2025-07-24 12:57","2025-07-24 17:29","2025-07-24 17:29","2025-07-24 14:46","","2025-07-24 12:57","2025-07-24 17:29","","2025-07-25 10:11","2025-07-24 17:29","","",""
"RAM-477","Bug","Admin Portal - Creazione gruppo - Inserendo un id gruppo inesistente non viene segnalato dal sistema","Released","2025-07-24 10:03","Low","","hotfix-4.610.91","1","189","72","168","-","59","0","-","65,208","0","-","-","-","65,696","2025-07-24 10:03","2025-07-24 14:51","2025-07-24 19:59","2025-07-24 11:03","","2025-07-24 10:04","2025-07-24 19:56","","2025-07-25 10:11","2025-07-24 19:56","","",""
"RAM-476","Task","Validazione prefisso telefono","Released","2025-07-24 09:09","Low","","hotfix-4.610.102","1,355","0","968","76","-","0","0","-","63,352","0","-","-","-","65,751","2025-07-24 09:09","2025-07-28 18:29","2025-07-28 18:43","2025-07-28 16:44","","2025-07-28 16:44","2025-07-28 18:29","","2025-07-31 09:07","2025-07-28 18:43","","",""
"RAM-475","[System] Service request","stasera la generazione di IMOFAL2 dava errore - impossibile generare il file su tutte le linee","Released","2025-07-23 22:28","High","","hotfix-4.610.91","0","0","530","0","-","0","0","-","65,208","22","-","-","-","65,760","2025-07-23 22:28","2025-07-24 08:33","2025-07-24 09:22","2025-07-24 08:21","","2025-07-23 22:58","2025-07-24 08:56","","2025-07-25 10:11","2025-07-24 08:56","","",""
"RAM-474","Bug","OLTA wizard, errore nella valorizzazione del campo categoryOverDetails","Released","2025-07-23 15:12","Medium","","hotfix-4.610.91,hotfix-4.610.92","1","161","359","53","-","0","0","-","65,208","145","-","-","-","65,927","2025-07-23 15:12","2025-07-23 16:06","2025-07-24 13:12","2025-07-23 15:14","","2025-07-23 15:13","2025-07-24 09:47","","2025-07-25 10:11","2025-07-24 09:47","","",""
"RAM-473","Task","Ottimizzazione api booking/ticket-headers/operational-changes","Released","2025-07-23 12:10","Medium","","hotfix-4.610.91","0","0","372","457","-","0","0","-","65,208","23","-","-","-","66,060","2025-07-23 12:10","2025-07-24 11:36","2025-07-24 12:39","2025-07-23 12:10","","2025-07-23 12:10","2025-07-24 11:36","","2025-07-25 10:11","2025-07-24 11:37","","",""
"RAM-471","Task","Bonifica - RMS non recepisce le prenotazioni RESEVO","Released","2025-07-23 10:13","High","","hotfix-4.610.91","192","0","732","34","-","0","0","-","65,208","0","-","-","-","66,167","2025-07-23 10:13","2025-07-23 15:00","2025-07-23 15:00","2025-07-23 14:25","","2025-07-23 14:25","2025-07-23 15:00","","2025-07-25 10:11","2025-07-23 15:00","","",""
"RAM-470","Bug","RMS non recepisce le prenotazioni RESEVO","Released","2025-07-22 17:16","High","","hotfix-4.610.91","1","18","815","31","-","192","12","-","65,208","8","-","-","-","66,284","2025-07-22 17:16","2025-07-23 12:29","2025-07-23 13:37","2025-07-23 11:29","","2025-07-22 17:16","2025-07-23 13:17","","2025-07-25 10:11","2025-07-23 13:29","","",""
"RAM-469","Bug","errore expport csv griglia tab oneri ","Released","2025-07-22 17:01","Low","","hotfix-4.610.82","1","0","63","58","-","0","0","-","66,177","0","-","-","-","66,298","2025-07-22 17:01","2025-07-22 19:22","2025-07-22 19:22","2025-07-22 17:02","","2025-07-22 17:02","2025-07-22 19:22","","2025-07-23 10:03","2025-07-22 19:22","","",""
"RAM-468","Bug","OLTA - api api/v1/pricing/ticket-pricing/olta/wizard nella response compare la descrizione della tratta e non il codice della tratta","Released","2025-07-22 12:21","Medium","","hotfix-4.610.91","0","193","72","59","-","462","0","-","65,208","546","-","-","-","66,540","2025-07-22 12:21","2025-07-23 13:40","2025-07-24 19:53","2025-07-23 11:42","","2025-07-22 12:23","2025-07-23 16:53","","2025-07-25 10:11","2025-07-23 16:53","","",""
"RAM-467","Bug","TICKET CHIUSO MA NON RISOLTO","rejected","2025-07-22 09:43","Critical","","","1","-","-","-","-","2","-","66,674","-","-","-","-","-","66,676","2025-07-22 09:43","","","","","2025-07-22 09:44","","2025-07-22 09:46","","","","",""
"RAM-466","Bug","emissione con Stripe non andata a buon fine","rejected","2025-07-22 09:18","Low","","","0","-","-","894","-","344","-","65,464","-","-","-","-","-","66,702","2025-07-22 09:18","","","2025-07-22 16:02","","2025-07-22 09:18","","2025-07-24 14:55","","","","",""
"RAM-465","Task","Booking service - Errore recupero dati per lista polizia","Released","2025-07-21 13:00","Low","","hotfix-4.610.80","1","43","129","192","-","0","8","-","66,647","0","-","-","-","67,020","2025-07-21 13:00","2025-07-21 16:13","2025-07-21 17:04","2025-07-21 13:01","","2025-07-21 13:01","2025-07-21 16:56","","2025-07-22 10:12","2025-07-21 17:04","","",""
"RAM-464","[System] Service request","Problemi con il check-in","rejected","2025-07-20 20:07","High","","","0","-","-","-","-","0","-","67,200","-","-","-","-","-","67,200","2025-07-20 20:07","","","","","2025-07-20 20:18","","2025-07-21 08:12","","","","",""
"RAM-463","Bug","impossibilita accesso REsevo ","rejected","2025-07-19 17:21","Critical","","","0","-","-","-","-","0","-","67,200","-","-","-","-","-","67,200","2025-07-19 17:21","","","","","2025-07-19 17:53","","2025-07-21 08:01","","","","",""
"RAM-462","Bug","errore trigger TRG_BOOKING_HEADER_LEGACY_UPDATE_SYNC_BUSINESS_EVENT","Released","2025-07-18 15:09","High","","","1","0","20,715","0","-","169","0","-","46,485","0","-","-","-","67,370","2025-07-18 15:09","2025-07-18 18:01","2025-07-18 18:01","2025-07-18 18:01","","2025-07-18 15:10","2025-07-18 18:01","","2025-09-18 10:15","2025-07-18 18:01","","",""
"RAM-461","Task","Ticket event booking falliti","Released","2025-07-18 12:41","Low","","hotfix-4.610.91","1,041","266","552","211","-","0","222","-","65,208","0","-","-","-","67,500","2025-07-18 12:41","2025-07-22 17:51","2025-07-23 19:39","2025-07-22 14:20","","2025-07-22 14:20","2025-07-23 14:18","","2025-07-25 10:11","2025-07-23 19:39","","",""
"RAM-460","Bug","Configurazione opzioni per viaggio non recepisce la modifica della stagionalità ","rejected","2025-07-18 12:17","High","","","0","-","-","107","-","0","-","67,393","-","-","-","-","-","67,500","2025-07-18 12:17","","","2025-07-18 12:38","","2025-07-18 12:18","","2025-07-18 14:46","","","","",""
"RAM-459","Bug","Errore genarazione Stampa Lista Capitaneria - voy 34093","Released","2025-07-18 10:12","Low","","hotfix-4.610.80","0","0","582","377","-","0","0","-","66,647","0","-","-","-","67,607","2025-07-18 10:12","2025-07-18 17:30","2025-07-18 17:30","2025-07-18 10:13","","2025-07-18 10:13","2025-07-18 17:30","","2025-07-22 10:12","2025-07-18 17:30","","",""
"RAM-458","Bug","anomalia in fase di upgrade","rejected","2025-07-17 11:07","High","","","0","-","-","45","-","8","-","67,980","-","-","-","-","-","68,033","2025-07-17 11:07","","","2025-07-17 11:15","","2025-07-17 11:07","","2025-07-17 12:18","","","","",""
"RAM-457","Task","Export Imofal 6 - Differenze","Released","2025-07-17 10:33","Low","","hotfix-4.610.82","0","39","405","1,428","-","0","19","-","66,177","0","-","-","-","68,067","2025-07-17 10:33","2025-07-22 10:21","2025-07-22 11:18","2025-07-17 10:33","","2025-07-17 10:33","2025-07-22 11:00","","2025-07-23 10:03","2025-07-22 11:18","","",""
"RAM-456","Task","Errore aggiornamento stato ordine su scadenza link PBL","Released","2025-07-17 09:16","Low","","hotfix-4.610.80","1","124","488","339","-","0","0","-","66,647","545","-","-","-","68,144","2025-07-17 09:16","2025-07-17 15:56","2025-07-21 10:04","2025-07-17 09:16","","2025-07-17 09:16","2025-07-18 08:46","","2025-07-22 10:12","2025-07-18 08:46","","",""
"RAM-455","Task","[PROD] Check carrelli non cancellabili","Released","2025-07-16 17:53","Low","","hotfix-4.610.80","6","0","1,513","0","-","0","0","-","66,647","0","-","-","-","68,166","2025-07-16 17:53","2025-07-16 18:34","2025-07-16 18:34","2025-07-16 18:12","","2025-07-16 18:12","2025-07-16 18:34","","2025-07-22 10:12","2025-07-16 18:34","","",""
"RAM-454","Bug","ADV - Emissione - Error on page","Released","2025-07-16 12:54","High","","","0","0","0","124","-","107","0","-","68,228","0","-","-","-","68,460","2025-07-16 12:54","2025-07-16 16:51","2025-07-16 16:51","2025-07-16 14:47","","2025-07-16 12:55","2025-07-16 16:51","","2025-07-16 16:51","2025-07-16 16:51","","",""
"RAM-453","Task","Export Imofal 2 - viaggi multitratta differenti","Released","2025-07-16 09:24","Low","","hotfix-4.610.82","0","46","194","1,969","-","0","60","-","66,177","170","-","-","-","68,616","2025-07-16 09:24","2025-07-22 10:13","2025-07-22 15:49","2025-07-16 09:24","","2025-07-16 09:24","2025-07-22 11:00","","2025-07-23 10:03","2025-07-22 12:23","","",""
"RAM-452","[System] Service request","Cancellazione reversali - Rilassamento vincolo","Released","2025-07-16 09:11","Medium","","hotfix-4.610.80","6","0","1,513","333","-","49","80","-","66,647","0","-","-","-","68,629","2025-07-16 09:11","2025-07-16 16:39","2025-07-16 19:47","2025-07-16 10:06","","2025-07-16 09:17","2025-07-16 16:39","","2025-07-22 10:12","2025-07-16 19:47","","",""
"RAM-451","Bug","Programma GNV Ticket non funzionante","Released","2025-07-15 16:27","High","","hotfix-4.610.80","11","0","890","0","-","1,184","0","-","66,647","1","-","-","-","68,733","2025-07-15 16:27","2025-07-18 11:22","2025-07-18 11:23","2025-07-18 11:22","","2025-07-15 16:38","2025-07-18 11:22","","2025-07-22 10:12","2025-07-18 11:22","","",""
"RAM-450","Task","goalprsve2e1: /resevo: Disk space is critically low (used > 95%)","Released","2025-07-15 16:25","High","","","1","0","0","0","1","11","0","-","68,721","0","-","-","-","68,735","2025-07-15 16:26","2025-07-15 16:38","2025-07-15 16:39","2025-07-15 16:38","2025-07-15 16:25","2025-07-15 16:27","2025-07-15 16:39","","2025-07-15 16:39","2025-07-15 16:39","","",""
"RAM-449","Bug","malfunzionamento relativo nuova funzionalita' resevo","rejected","2025-07-15 12:00","High","","","0","-","-","-","-","17","-","68,923","-","-","-","-","-","68,940","2025-07-15 12:00","","","","","2025-07-15 12:05","","2025-07-15 13:17","","","","",""
"RAM-448","Bug","DISSERVIZIO APPLICATIVO RESEVO ","rejected","2025-07-15 11:05","Critical","","","55","-","-","14","-","0","-","68,926","-","-","-","-","-","68,995","2025-07-15 11:05","","","2025-07-15 12:40","","2025-07-15 12:00","","2025-07-15 13:14","","","","",""
"RAM-447","Bug","RESEVO NON SI AVVIA","rejected","2025-07-15 11:03","Medium","","","56","-","-","-","-","18","-","68,922","-","-","-","-","-","68,996","2025-07-15 11:03","","","","","2025-07-15 12:05","","2025-07-15 13:17","","","","",""
"RAM-446","[System] Service request","RESEVO NON FUNZIONANTE","Released","2025-07-15 11:02","Critical","","","58","0","14","164","-","0","0","-","68,762","0","-","-","-","68,998","2025-07-15 11:02","2025-07-15 15:44","2025-07-15 15:44","2025-07-15 12:40","","2025-07-15 12:00","2025-07-15 15:44","","2025-07-15 15:58","2025-07-15 15:44","","",""
"RAM-445","Bug","resevo nonf a fare nessun tipo di operazione","rejected","2025-07-15 10:58","Critical","","","61","-","-","14","-","0","-","68,926","-","-","-","-","-","69,001","2025-07-15 10:58","","","2025-07-15 12:40","","2025-07-15 12:00","","2025-07-15 13:13","","","","",""
"RAM-444","Bug","Ancora problemi come da ticket https://gnv.atlassian.net/jira/servicedesk/projects/ICT/issue/ICT-35335","rejected","2025-07-15 10:57","Critical","","","62","-","-","13","-","0","-","68,927","-","-","-","-","-","69,002","2025-07-15 10:57","","","2025-07-15 12:40","","2025-07-15 12:00","","2025-07-15 13:13","","","","",""
"RAM-443","Bug","Ancora problemi come da ticket https://gnv.atlassian.net/jira/servicedesk/projects/ICT/issue/ICT-35335","rejected","2025-07-15 10:57","Critical","","","63","-","-","13","-","0","-","68,927","-","-","-","-","-","69,003","2025-07-15 10:57","","","2025-07-15 12:39","","2025-07-15 12:00","","2025-07-15 13:12","","","","",""
"RAM-442","Bug","Impossibile concludere  prenotazioni attraverso il sito  - B","rejected","2025-07-14 18:10","Critical","","","0","-","-","-","-","97","-","69,023","-","-","-","-","-","69,120","2025-07-14 18:10","","","","","2025-07-14 18:16","","2025-07-15 10:36","","","","",""
"RAM-441","Bug","Impossibile concludere  prenotazioni attraverso il sito","Released","2025-07-14 17:33","Critical","","","1","0","0","2","-","19","0","-","69,124","0","-","-","-","69,147","2025-07-14 17:33","2025-07-14 17:55","2025-07-14 17:55","2025-07-14 17:53","","2025-07-14 17:34","2025-07-14 17:55","","2025-07-14 17:55","2025-07-14 17:55","","",""
